DATE,TITLE,ARTIST,,LOCKDOWN,WEEK,TOTALWEEKS,PLAYS
23/9/20,The Sweetest Taboo by Sade,Sade,The Sweetest Taboo,2,11,17,6
23/9/20,The Weekend by SZA,SZA,The Weekend,2,11,17,6
22/9/20,Think About You by JoJo,JoJo,Think About You,2,11,17,3
25/9/20,Timelapse Tulip by jerkcurb,jerkcurb,Timelapse Tulip,2,11,17,8
25/9/20,Toronto by Snoh Aalegra,Snoh Aalegra,Toronto,2,11,17,6
23/9/20,Tyrant (feat. Jorja Smith) by Kali Uchis,Kali Uchis,Tyrant (feat. Jorja Smith),2,11,17,5
24/9/20,Unravel Me by Sabrina Claudio,Sabrina Claudio,Unravel Me,2,11,17,4
23/9/20,Wait by Sabrina Claudio,Sabrina Claudio,Wait,2,11,17,4
25/9/20,Wavy (Interlude) (feat. James Fauntleroy) by SZA,SZA,Wavy (Interlude) (feat. James Fauntleroy),2,11,17,4
25/9/20,What Am I? by Mahalia,Mahalia,What Am I?,2,11,17,3
25/9/20,Whipped Cream by Ari Lennox,Ari Lennox,Whipped Cream,2,11,17,8
25/9/20,White Jeans by SALES,SALES,White Jeans,2,11,17,4
24/9/20,Who Hurt You? by Daniel Caesar,Daniel Caesar,Who Hurt You?,2,11,17,3
25/9/20,Whoa by Snoh Aalegra,Snoh Aalegra,Whoa,2,11,17,8
25/9/20,You by Snoh Aalegra,Snoh Aalegra,You,2,11,17,11
1/10/20,(Don't Let the Dragon) Draag On by King Krule,King Krule,(Don't Let the Dragon) Draag On,2,12,18,3
2/10/20,4 Leaf Clover (feat. Steve Lacy) by Ravyn Lenae,Ravyn Lenae,4 Leaf Clover (feat. Steve Lacy),2,12,18,5
27/9/20,8th Avenue by Cults,Cults,8th Avenue,2,12,18,3
2/10/20,A Greater Love by Yves Tumor,Yves Tumor,A Greater Love,2,12,18,9
2/10/20,Afterthought by Joji,Joji,Afterthought,2,12,18,19
2/10/20,air con eden by jerkcurb,jerkcurb,air con eden,2,12,18,4
1/10/20,Ammi Ammi by Archy Marshall,Archy Marshall,Ammi Ammi,2,12,18,6
1/10/20,Anything by SZA,SZA,Anything,2,12,18,3
2/10/20,Aquarena Springs by jerkcurb,jerkcurb,Aquarena Springs,2,12,18,4
1/10/20,ARE YOU OK? by Daniel Caesar,Daniel Caesar,ARE YOU OK?,2,12,18,4
2/10/20,Asteroid Blues by Yves Tumor,Yves Tumor,Asteroid Blues,2,12,18,9
2/10/20,Benzo by Blood Orange,Blood Orange,Benzo,2,12,18,4
1/10/20,Carried Away by H.E.R.,H.E.R.,Carried Away,2,12,18,3
1/10/20,Cellular by King Krule,King Krule,Cellular,2,12,18,3
2/10/20,Charcoal Baby by Blood Orange,Blood Orange,Charcoal Baby,2,12,18,4
2/10/20,Chewing Gum by Blood Orange,Blood Orange,Chewing Gum,2,12,18,4
2/10/20,Closer (Ode 2 U) by Ravyn Lenae,Ravyn Lenae,Closer (Ode 2 U),2,12,18,3
2/10/20,Dark & Handsome by Blood Orange,Blood Orange,Dark & Handsome,2,12,18,5
2/10/20,Devils Catflap by jerkcurb,jerkcurb,Devils Catflap,2,12,18,6
2/10/20,Dissolve by Kllo,Kllo,Dissolve,2,12,18,3
1/10/20,DYING 4 YOUR LOVE by Snoh Aalegra,Snoh Aalegra,DYING 4 YOUR LOVE,2,12,18,8
1/10/20,Easy Easy by King Krule,King Krule,Easy Easy,2,12,18,4
1/10/20,Emergency Blimp by King Krule,King Krule,Emergency Blimp,2,12,18,3
2/10/20,Every Single Thing by HOMESHAKE,HOMESHAKE,Every Single Thing,2,12,18,11
1/10/20,February 3rd by Jorja Smith,Jorja Smith,February 3rd,2,12,18,13
2/10/20,feel away (feat. James Blake & Mount Kimbie) by slowthai,slowthai,feel away (feat. James Blake & Mount Kimbie),2,12,18,11
30/9/20,FEELS by Snoh Aalegra,Snoh Aalegra,FEELS,2,12,18,3
1/10/20,First Taste by Mild Orange,Mild Orange,First Taste,2,12,18,15
30/9/20,Fool For You by Snoh Aalegra,Snoh Aalegra,Fool For You,2,12,18,4
30/9/20,Free Room (feat. Appleby) by Ravyn Lenae,Ravyn Lenae,Free Room (feat. Appleby),2,12,18,3
2/10/20,Gospel for a New Century by Yves Tumor,Yves Tumor,Gospel for a New Century,2,12,18,13
1/10/20,Guide by Steve Lacy,Steve Lacy,Guide,2,12,18,3
2/10/20,Hasdallen Lights by Yves Tumor,Yves Tumor,Hasdallen Lights,2,12,18,10
1/10/20,Heartbeat by Raveena,Raveena,Heartbeat,2,12,18,3
2/10/20,Hope by Blood Orange,Blood Orange,Hope,2,12,18,4
2/10/20,I Wanna C U by Blood Orange,Blood Orange,I Wanna C U,2,12,18,11
2/10/20,I Want You Around by Snoh Aalegra,Snoh Aalegra,I Want You Around,2,12,18,7
2/10/20,If Only by Raveena,Raveena,If Only,2,12,18,3
1/10/20,In Lust We Trust by Steve Lacy,Steve Lacy,In Lust We Trust,2,12,18,5
29/9/20,Ivy by Frank Ocean,Frank Ocean,Ivy,2,12,18,3
2/10/20,Jewelry by Blood Orange,Blood Orange,Jewelry,2,12,18,5
2/10/20,Kerosene! by Yves Tumor,Yves Tumor,Kerosene!,2,12,18,18
1/10/20,Khmlwugh by HOMESHAKE,HOMESHAKE,Khmlwugh,2,12,18,3
28/9/20,Last Breath - EP Version by Ravyn Lenae,Ravyn Lenae,Last Breath - EP Version,2,12,18,4
1/10/20,Lay Me Down by Steve Lacy,Steve Lacy,Lay Me Down,2,12,18,4
2/10/20,Licking an Orchid by Yves Tumor,Yves Tumor,Licking an Orchid,2,12,18,3
28/9/20,Love At First Sight by The Gist,The Gist,Love At First Sight,2,12,18,3
2/10/20,Minetta Creek by Blood Orange,Blood Orange,Minetta Creek,2,12,18,5
30/9/20,Moon Shoes by Ravyn Lenae,Ravyn Lenae,Moon Shoes,2,12,18,3
30/9/20,Morpheus' Arms by jerkcurb,jerkcurb,Morpheus' Arms,2,12,18,4
1/10/20,N Side by Steve Lacy,Steve Lacy,N Side,2,12,18,3
30/9/20,Night on Earth by jerkcurb,jerkcurb,Night on Earth,2,12,18,3
27/9/20,Nights by Frank Ocean,Frank Ocean,Nights,2,12,18,3
2/10/20,North by Clairo,Clairo,North,2,12,18,3
1/10/20,oh baby by LCD Soundsystem,LCD Soundsystem,oh baby,2,12,18,3
1/10/20,Only If by Steve Lacy,Steve Lacy,Only If,2,12,18,3
2/10/20,Orlando by Blood Orange,Blood Orange,Orlando,2,12,18,4
1/10/20,Out Getting Ribs by King Krule,King Krule,Out Getting Ribs,2,12,18,4
2/10/20,Out of Your League by Blood Orange,Blood Orange,Out of Your League,2,12,18,4
1/10/20,Pedigree by Ari Lennox,Ari Lennox,Pedigree,2,12,18,3
29/9/20,"Pressure In My Palms (feat. slowthai, Vince Staples) by Aminé",Aminé,"Pressure In My Palms (feat. slowthai, Vince Staples)",2,12,18,5
2/10/20,Python by Miguel,Miguel,Python,2,12,18,9
2/10/20,Reanimator (feat. Yves Tumor) by Joji,Joji,Reanimator (feat. Yves Tumor),2,12,18,13
2/10/20,Romanticist by Yves Tumor,Yves Tumor,Romanticist,2,12,18,11
2/10/20,Running Up That Hill (A Deal With God) by Kate Bush,Kate Bush,Running Up That Hill (A Deal With God),2,12,18,5
2/10/20,Ryd by Steve Lacy,Steve Lacy,Ryd,2,12,18,3
2/10/20,Saint by Blood Orange,Blood Orange,Saint,2,12,18,4
2/10/20,SHADOWSHOW by jerkcurb,jerkcurb,SHADOWSHOW,2,12,18,4
2/10/20,Sierra Leone by Frank Ocean,Frank Ocean,Sierra Leone,2,12,18,3
2/10/20,Smoke - Remix by Blood Orange,Blood Orange,Smoke - Remix,2,12,18,8
1/10/20,So Into You by Tamia,Tamia,So Into You,2,12,18,3
2/10/20,somerton beach by jerkcurb,jerkcurb,somerton beach,2,12,18,3
2/10/20,Strawberry Privilege by Yves Tumor,Yves Tumor,Strawberry Privilege,2,12,18,5
1/10/20,Super Bounce by Duckwrth,Duckwrth,Super Bounce,2,12,18,6
2/10/20,Super Stars by Yves Tumor,Yves Tumor,Super Stars,2,12,18,15
1/10/20,Surprise Me by Mahalia,Mahalia,Surprise Me,2,12,18,3
2/10/20,Sweet Time by Raveena,Raveena,Sweet Time,2,12,18,5
29/9/20,Talking in Your Sleep by The Romantics,The Romantics,Talking in Your Sleep,2,12,18,3
2/10/20,The Night Song by Ravyn Lenae,Ravyn Lenae,The Night Song,2,12,18,3
2/10/20,Think About You by JoJo,JoJo,Think About You,2,12,18,3
30/9/20,Timelapse Tulip by jerkcurb,jerkcurb,Timelapse Tulip,2,12,18,3
30/9/20,Wait by Sabrina Claudio,Sabrina Claudio,Wait,2,12,18,3
29/9/20,Whoa by Snoh Aalegra,Snoh Aalegra,Whoa,2,12,18,3
2/10/20,You by Snoh Aalegra,Snoh Aalegra,You,2,12,18,11
9/10/20,(Don't Let the Dragon) Draag On by King Krule,King Krule,(Don't Let the Dragon) Draag On,2,13,19,6
9/10/20,3 Hour Drive (feat. Sampha) by Alicia Keys,Alicia Keys,3 Hour Drive (feat. Sampha),2,13,19,6
6/10/20,A Greater Love by Yves Tumor,Yves Tumor,A Greater Love,2,13,19,4
9/10/20,A Kiss Goodbye by Tei Shi,Tei Shi,A Kiss Goodbye,2,13,19,6
9/10/20,Afterthought by Joji,Joji,Afterthought,2,13,19,16
9/10/20,An Intermission - Moods Remix by Tomos,Tomos,An Intermission - Moods Remix,2,13,19,6
9/10/20,Apocalypse by Cigarettes After Sex,Cigarettes After Sex,Apocalypse,2,13,19,3
8/10/20,ARE YOU OK? by Daniel Caesar,Daniel Caesar,ARE YOU OK?,2,13,19,3
6/10/20,Asteroid Blues by Yves Tumor,Yves Tumor,Asteroid Blues,2,13,19,5
9/10/20,Belong to You by Sabrina Claudio,Sabrina Claudio,Belong to You,2,13,19,3
3/10/20,Bermondsey Bosom (Left) by King Krule,King Krule,Bermondsey Bosom (Left),2,13,19,3
9/10/20,Betcha Don't Know by Najee,Najee,Betcha Don't Know,2,13,19,11
9/10/20,Body by Syd,Syd,Body,2,13,19,3
9/10/20,Call Me Up by HOMESHAKE,HOMESHAKE,Call Me Up,2,13,19,6
5/10/20,Charcoal Baby by Blood Orange,Blood Orange,Charcoal Baby,2,13,19,3
4/10/20,Chewing Gum by Blood Orange,Blood Orange,Chewing Gum,2,13,19,3
9/10/20,Closer (Ode 2 U) by Ravyn Lenae,Ravyn Lenae,Closer (Ode 2 U),2,13,19,3
9/10/20,Computer Luv (feat. Steve Lacy) by Ravyn Lenae,Ravyn Lenae,Computer Luv (feat. Steve Lacy),2,13,19,4
8/10/20,Controlla by Drake,Drake,Controlla,2,13,19,3
9/10/20,Czech One by King Krule,King Krule,Czech One,2,13,19,12
6/10/20,Dark & Handsome by Blood Orange,Blood Orange,Dark & Handsome,2,13,19,5
9/10/20,DYING 4 YOUR LOVE by Snoh Aalegra,Snoh Aalegra,DYING 4 YOUR LOVE,2,13,19,14
9/10/20,Empty Words by Bowery Electric,Bowery Electric,Empty Words,2,13,19,5
9/10/20,February 3rd by Jorja Smith,Jorja Smith,February 3rd,2,13,19,16
9/10/20,feel away (feat. James Blake & Mount Kimbie) by slowthai,slowthai,feel away (feat. James Blake & Mount Kimbie),2,13,19,11
6/10/20,First Taste by Mild Orange,Mild Orange,First Taste,2,13,19,8
6/10/20,Flirting In Space by Brad stank,Brad stank,Flirting In Space,2,13,19,3
9/10/20,Free Room (feat. Appleby) by Ravyn Lenae,Ravyn Lenae,Free Room (feat. Appleby),2,13,19,4
9/10/20,Gospel for a New Century by Yves Tumor,Yves Tumor,Gospel for a New Century,2,13,19,10
4/10/20,Hasdallen Lights by Yves Tumor,Yves Tumor,Hasdallen Lights,2,13,19,4
5/10/20,Heartbeat by Raveena,Raveena,Heartbeat,2,13,19,3
9/10/20,Hide Out by Mahalia,Mahalia,Hide Out,2,13,19,3
5/10/20,Hope by Blood Orange,Blood Orange,Hope,2,13,19,4
9/10/20,Hot Headed by FELIVAND,FELIVAND,Hot Headed,2,13,19,3
9/10/20,I Don't Even Know Why Though by Alina Baraz,Alina Baraz,I Don't Even Know Why Though,2,13,19,3
9/10/20,I Know by Blood Orange,Blood Orange,I Know,2,13,19,12
9/10/20,I Wanna C U by Blood Orange,Blood Orange,I Wanna C U,2,13,19,23
9/10/20,I Want You Around by Snoh Aalegra,Snoh Aalegra,I Want You Around,2,13,19,5
8/10/20,If I Could Change Your Mind by HAIM,HAIM,If I Could Change Your Mind,2,13,19,3
9/10/20,In a Mood by TheSecondSex,TheSecondSex,In a Mood,2,13,19,5
8/10/20,It is What It Is by Blood Orange,Blood Orange,It is What It Is,2,13,19,8
6/10/20,Jewelry by Blood Orange,Blood Orange,Jewelry,2,13,19,7
9/10/20,JEWELZ by Anderson .Paak,Anderson .Paak,JEWELZ,2,13,19,19
9/10/20,Junie by Solange,Solange,Junie,2,13,19,18
9/10/20,Kerosene! by Yves Tumor,Yves Tumor,Kerosene!,2,13,19,10
9/10/20,Last Breath - EP Version by Ravyn Lenae,Ravyn Lenae,Last Breath - EP Version,2,13,19,3
8/10/20,Late Night in Kauai by Childish Gambino,Childish Gambino,Late Night in Kauai,2,13,19,3
9/10/20,Laugh Now Cry Later (feat. Lil Durk) by Drake,Drake,Laugh Now Cry Later (feat. Lil Durk),2,13,19,5
9/10/20,Love Like This by Faith Evans,Faith Evans,Love Like This,2,13,19,4
9/10/20,Mile High (feat. Travis Scott & Metro Boomin) by James Blake,James Blake,Mile High (feat. Travis Scott & Metro Boomin),2,13,19,7
4/10/20,Minetta Creek by Blood Orange,Blood Orange,Minetta Creek,2,13,19,4
9/10/20,Normal Girl by SZA,SZA,Normal Girl,2,13,19,4
6/10/20,Orlando by Blood Orange,Blood Orange,Orlando,2,13,19,4
5/10/20,Out of Your League by Blood Orange,Blood Orange,Out of Your League,2,13,19,3
8/10/20,Parking Lot by Anderson .Paak,Anderson .Paak,Parking Lot,2,13,19,3
9/10/20,Pedigree by Ari Lennox,Ari Lennox,Pedigree,2,13,19,3
7/10/20,Python by Miguel,Miguel,Python,2,13,19,8
8/10/20,Reanimator (feat. Yves Tumor) by Joji,Joji,Reanimator (feat. Yves Tumor),2,13,19,3
9/10/20,Right of Spring by Ravyn Lenae,Ravyn Lenae,Right of Spring,2,13,19,10
6/10/20,Romanticist by Yves Tumor,Yves Tumor,Romanticist,2,13,19,5
9/10/20,S'Cooled by Blood Orange,Blood Orange,S'Cooled,2,13,19,12
5/10/20,Saint by Blood Orange,Blood Orange,Saint,2,13,19,4
9/10/20,Salt Water by Raveena,Raveena,Salt Water,2,13,19,3
8/10/20,Shea Butter Baby (with J. Cole) by Ari Lennox,Ari Lennox,Shea Butter Baby (with J. Cole),2,13,19,4
4/10/20,Smoke - Remix by Blood Orange,Blood Orange,Smoke - Remix,2,13,19,3
9/10/20,Sticky by Ravyn Lenae,Ravyn Lenae,Sticky,2,13,19,4
9/10/20,Still by Dominic Pierce,Dominic Pierce,Still,2,13,19,7
9/10/20,Still Dreaming by Raveena,Raveena,Still Dreaming,2,13,19,5
9/10/20,Strawberry Privilege by Yves Tumor,Yves Tumor,Strawberry Privilege,2,13,19,16
9/10/20,Stronger by Raveena,Raveena,Stronger,2,13,19,4
8/10/20,Sugar for the Pill by Slowdive,Slowdive,Sugar for the Pill,2,13,19,3
5/10/20,Super Stars by Yves Tumor,Yves Tumor,Super Stars,2,13,19,5
9/10/20,The Night Song by Ravyn Lenae,Ravyn Lenae,The Night Song,2,13,19,3
9/10/20,Think About You by JoJo,JoJo,Think About You,2,13,19,3
8/10/20,Unrecovery by Duster,Duster,Unrecovery,2,13,19,3
9/10/20,Warm (feat. Mia) by Dre'es,Dre'es,Warm (feat. Mia),2,13,19,4
9/10/20,Whoa by Snoh Aalegra,Snoh Aalegra,Whoa,2,13,19,4
9/10/20,You by Snoh Aalegra,Snoh Aalegra,You,2,13,19,3
6/10/20,You're No Good by Chromatics,Chromatics,You're No Good,2,13,19,4
9/10/20,Your Teeth in My Neck by Kali Uchis,Kali Uchis,Your Teeth in My Neck,2,13,19,3
15/10/20,23 by Rejjie Snow,Rejjie Snow,23,2,14,20,3
14/10/20,(Don't Let the Dragon) Draag On by King Krule,King Krule,(Don't Let the Dragon) Draag On,2,14,20,6
15/10/20,(I'm The One) Big Big Fun by White Denim,White Denim,(I'm The One) Big Big Fun,2,14,20,4
16/10/20,3 Hour Drive (feat. Sampha) by Alicia Keys,Alicia Keys,3 Hour Drive (feat. Sampha),2,14,20,15
15/10/20,A Kiss Goodbye by Tei Shi,Tei Shi,A Kiss Goodbye,2,14,20,8
16/10/20,A Lizard State by King Krule,King Krule,A Lizard State,2,14,20,12
16/10/20,A Slide In (New Drugs) by King Krule,King Krule,A Slide In (New Drugs),2,14,20,21
16/10/20,Afterthought by Joji,Joji,Afterthought,2,14,20,15
14/10/20,Angel by Loyle Carner,Loyle Carner,Angel,2,14,20,3
14/10/20,Angels by The xx,The xx,Angels,2,14,20,4
16/10/20,Baby Blue by King Krule,King Krule,Baby Blue,2,14,20,6
15/10/20,Baby You're Out by Mac DeMarco,Mac DeMarco,Baby You're Out,2,14,20,4
15/10/20,Betcha Don't Know by Najee,Najee,Betcha Don't Know,2,14,20,13
16/10/20,Cadet Limbo by King Krule,King Krule,Cadet Limbo,2,14,20,3
16/10/20,Call Me Up by HOMESHAKE,HOMESHAKE,Call Me Up,2,14,20,13
16/10/20,Ceiling by King Krule,King Krule,Ceiling,2,14,20,11
15/10/20,Cherry Blossom by Raury,Raury,Cherry Blossom,2,14,20,6
15/10/20,Czech One by King Krule,King Krule,Czech One,2,14,20,6
16/10/20,Dagenham Dream by Blood Orange,Blood Orange,Dagenham Dream,2,14,20,12
16/10/20,Diddy Bop (feat. Cam O'bi & Raury) by Noname,Noname,Diddy Bop (feat. Cam O'bi & Raury),2,14,20,4
15/10/20,Dreams from Yesterday - Demo by Mac DeMarco,Mac DeMarco,Dreams from Yesterday - Demo,2,14,20,3
15/10/20,DYING 4 YOUR LOVE by Snoh Aalegra,Snoh Aalegra,DYING 4 YOUR LOVE,2,14,20,8
16/10/20,Ebb & Flow by FELIVAND,FELIVAND,Ebb & Flow,2,14,20,8
15/10/20,Egyptian Luvr (feat. Amin√© and Dana Williams) by Rejjie Snow,Rejjie Snow,Egyptian Luvr (feat. Amin√© and Dana Williams),2,14,20,3
15/10/20,Every Single Thing by HOMESHAKE,HOMESHAKE,Every Single Thing,2,14,20,3
15/10/20,February 3rd by Jorja Smith,Jorja Smith,February 3rd,2,14,20,13
16/10/20,feel away (feat. James Blake & Mount Kimbie) by slowthai,slowthai,feel away (feat. James Blake & Mount Kimbie),2,14,20,12
16/10/20,Gone by FELIVAND,FELIVAND,Gone,2,14,20,4
15/10/20,Gospel for a New Century by Yves Tumor,Yves Tumor,Gospel for a New Century,2,14,20,11
15/10/20,Hell N Back by Bakar,Bakar,Hell N Back,2,14,20,5
15/10/20,History by 88Rising,88Rising,History,2,14,20,3
16/10/20,Hot Headed by FELIVAND,FELIVAND,Hot Headed,2,14,20,3
15/10/20,I Know by Blood Orange,Blood Orange,I Know,2,14,20,5
16/10/20,I Wanna C U by Blood Orange,Blood Orange,I Wanna C U,2,14,20,22
16/10/20,I Wish by Tom Misch,Tom Misch,I Wish,2,14,20,4
16/10/20,In Your Eyes by BADBADNOTGOOD,BADBADNOTGOOD,In Your Eyes,2,14,20,3
16/10/20,Islands by The xx,The xx,Islands,2,14,20,3
15/10/20,It is What It Is by Blood Orange,Blood Orange,It is What It Is,2,14,20,10
15/10/20,JEWELZ by Anderson .Paak,Anderson .Paak,JEWELZ,2,14,20,21
15/10/20,Junie by Solange,Solange,Junie,2,14,20,12
15/10/20,K by Cigarettes After Sex,Cigarettes After Sex,K,2,14,20,9
15/10/20,Kerosene! by Yves Tumor,Yves Tumor,Kerosene!,2,14,20,12
16/10/20,Khmlwugh by HOMESHAKE,HOMESHAKE,Khmlwugh,2,14,20,3
16/10/20,L/D by FELIVAND,FELIVAND,L/D,2,14,20,3
15/10/20,La Lune by King Krule,King Krule,La Lune,2,14,20,3
15/10/20,Laugh Now Cry Later (feat. Lil Durk) by Drake,Drake,Laugh Now Cry Later (feat. Lil Durk),2,14,20,10
13/10/20,Let My Baby Stay by Mac DeMarco,Mac DeMarco,Let My Baby Stay,2,14,20,3
16/10/20,Marinade by Dope Lemon,Dope Lemon,Marinade,2,14,20,4
14/10/20,Midnight Snack by jerkcurb,jerkcurb,Midnight Snack,2,14,20,5
15/10/20,Mind Fields by No Vacation,No Vacation,Mind Fields,2,14,20,3
13/10/20,Morning Sex by Ralph Castelli,Ralph Castelli,Morning Sex,2,14,20,3
15/10/20,My Old Man by Mac DeMarco,Mac DeMarco,My Old Man,2,14,20,3
15/10/20,Nothing's Gonna Hurt You Baby by Cigarettes After Sex,Cigarettes After Sex,Nothing's Gonna Hurt You Baby,2,14,20,8
13/10/20,O.T.D. by Brad stank,Brad stank,O.T.D.,2,14,20,4
16/10/20,Ocean Bed by King Krule,King Krule,Ocean Bed,2,14,20,3
16/10/20,Off and On by SALES,SALES,Off and On,2,14,20,3
16/10/20,One More Love Song by Mac DeMarco,Mac DeMarco,One More Love Song,2,14,20,3
13/10/20,Orlando by Blood Orange,Blood Orange,Orlando,2,14,20,3
15/10/20,PB Jam by Tkay Maidza,Tkay Maidza,PB Jam,2,14,20,3
16/10/20,Python by Miguel,Miguel,Python,2,14,20,11
14/10/20,Right of Spring by Ravyn Lenae,Ravyn Lenae,Right of Spring,2,14,20,18
16/10/20,Round and Round by Ariel Pink,Ariel Pink,Round and Round,2,14,20,6
12/10/20,Rushing Back by Flume,Flume,Rushing Back,2,14,20,3
15/10/20,S'Cooled by Blood Orange,Blood Orange,S'Cooled,2,14,20,12
15/10/20,Self by Noname,Noname,Self,2,14,20,3
16/10/20,SHADOWSHOW by jerkcurb,jerkcurb,SHADOWSHOW,2,14,20,3
15/10/20,show me by Mac Ayres,Mac Ayres,show me,2,14,20,4
13/10/20,Show Me How by Men I Trust,Men I Trust,Show Me How,2,14,20,3
16/10/20,Situationship by Snoh Aalegra,Snoh Aalegra,Situationship,2,14,20,13
13/10/20,slow down by Mac Ayres,Mac Ayres,slow down,2,14,20,4
15/10/20,So Good at Being in Trouble by Unknown Mortal Orchestra,Unknown Mortal Orchestra,So Good at Being in Trouble,2,14,20,3
15/10/20,Something to Feel by Mac Ayres,Mac Ayres,Something to Feel,2,14,20,5
16/10/20,Still by Dominic Pierce,Dominic Pierce,Still,2,14,20,11
16/10/20,Still Beating by Mac DeMarco,Mac DeMarco,Still Beating,2,14,20,3
16/10/20,Strawberry Privilege by Yves Tumor,Yves Tumor,Strawberry Privilege,2,14,20,16
16/10/20,Suddenly by Drugdealer,Drugdealer,Suddenly,2,14,20,5
15/10/20,Summer Girl - Bonus Track by HAIM,HAIM,Summer Girl - Bonus Track,2,14,20,6
16/10/20,Sunny Duet (feat. The Mind) by Noname,Noname,Sunny Duet (feat. The Mind),2,14,20,4
15/10/20,Superstition Future by Tops,Tops,Superstition Future,2,14,20,3
14/10/20,Surprise Me by Mahalia,Mahalia,Surprise Me,2,14,20,3
15/10/20,Take It Easy (Ever After Lasting Love) by White Denim,White Denim,Take It Easy (Ever After Lasting Love),2,14,20,4
16/10/20,The Game by FELIVAND,FELIVAND,The Game,2,14,20,4
15/10/20,The Gloves Don't Bite by Mildlife,Mildlife,The Gloves Don't Bite,2,14,20,4
15/10/20,The Magnificent Moon by Mildlife,Mildlife,The Magnificent Moon,2,14,20,3
16/10/20,Those Were the Days by Angel Olsen,Angel Olsen,Those Were the Days,2,14,20,41
16/10/20,"to Perth, before the border closes by Julia Jacklin",Julia Jacklin,"to Perth, before the border closes",2,14,20,32
14/10/20,Want Me by Puma Blue,Puma Blue,Want Me,2,14,20,6
16/10/20,Warm (feat. Mia) by Dre'es,Dre'es,Warm (feat. Mia),2,14,20,22
16/10/20,White Jeans by SALES,SALES,White Jeans,2,14,20,7
16/10/20,Yam Yam by No Vacation,No Vacation,Yam Yam,2,14,20,3
15/10/20,Zwango Zop by Mildlife,Mildlife,Zwango Zop,2,14,20,3
23/10/20,(Don't Let the Dragon) Draag On by King Krule,King Krule,(Don't Let the Dragon) Draag On,2,15,21,4
19/10/20,3 Hour Drive (feat. Sampha) by Alicia Keys,Alicia Keys,3 Hour Drive (feat. Sampha),2,15,21,6
22/10/20,A Kiss Goodbye by Tei Shi,Tei Shi,A Kiss Goodbye,2,15,21,6
19/10/20,A Lizard State by King Krule,King Krule,A Lizard State,2,15,21,5
21/10/20,A Slide In (New Drugs) by King Krule,King Krule,A Slide In (New Drugs),2,15,21,8
21/10/20,Afterthought by Joji,Joji,Afterthought,2,15,21,6
23/10/20,Albatross by Fleetwood Mac,Fleetwood Mac,Albatross,2,15,21,4
22/10/20,All About You by Leon Bridges,Leon Bridges,All About You,2,15,21,3
20/10/20,Alone With You by Phebe Starr,Phebe Starr,Alone With You,2,15,21,4
23/10/20,Angels by The xx,The xx,Angels,2,15,21,3
21/10/20,Betcha Don't Know by Najee,Najee,Betcha Don't Know,2,15,21,4
21/10/20,Call Me Up by HOMESHAKE,HOMESHAKE,Call Me Up,2,15,21,6
23/10/20,Ceiling by King Krule,King Krule,Ceiling,2,15,21,10
20/10/20,Charlotte's Thong by Connan Mockasin,Connan Mockasin,Charlotte's Thong,2,15,21,3
21/10/20,Cherry Blossom by Raury,Raury,Cherry Blossom,2,15,21,3
23/10/20,Czech One by King Krule,King Krule,Czech One,2,15,21,6
19/10/20,Dagenham Dream by Blood Orange,Blood Orange,Dagenham Dream,2,15,21,6
20/10/20,Days Go By by Men I Trust,Men I Trust,Days Go By,2,15,21,3
22/10/20,Does This Ski Mask Make Me Look Fat? by JPEGMAFIA,JPEGMAFIA,Does This Ski Mask Make Me Look Fat?,2,15,21,4
18/10/20,DYING 4 YOUR LOVE by Snoh Aalegra,Snoh Aalegra,DYING 4 YOUR LOVE,2,15,21,3
22/10/20,Ebb & Flow by FELIVAND,FELIVAND,Ebb & Flow,2,15,21,23
22/10/20,Fade Into You by Mazzy Star,Mazzy Star,Fade Into You,2,15,21,4
22/10/20,February 3rd by Jorja Smith,Jorja Smith,February 3rd,2,15,21,6
18/10/20,feel away (feat. James Blake & Mount Kimbie) by slowthai,slowthai,feel away (feat. James Blake & Mount Kimbie),2,15,21,4
23/10/20,Give It Up by Angel Olsen,Angel Olsen,Give It Up,2,15,21,13
20/10/20,Gone by FELIVAND,FELIVAND,Gone,2,15,21,3
23/10/20,Gospel for a New Century by Yves Tumor,Yves Tumor,Gospel for a New Century,2,15,21,4
22/10/20,Great Dane by Cosmo Pyke,Cosmo Pyke,Great Dane,2,15,21,8
23/10/20,Green Eyes by Arlo Parks,Arlo Parks,Green Eyes,2,15,21,4
23/10/20,Hasdallen Lights by Yves Tumor,Yves Tumor,Hasdallen Lights,2,15,21,3
22/10/20,Heart Shaped Face by Angel Olsen,Angel Olsen,Heart Shaped Face,2,15,21,13
23/10/20,Hey Moon by John Maus,John Maus,Hey Moon,2,15,21,10
23/10/20,Honey Hi - 2015 Remaster by Fleetwood Mac,Fleetwood Mac,Honey Hi - 2015 Remaster,2,15,21,5
20/10/20,Hot Headed by FELIVAND,FELIVAND,Hot Headed,2,15,21,3
18/10/20,I Know by Blood Orange,Blood Orange,I Know,2,15,21,3
23/10/20,I Wanna C U by Blood Orange,Blood Orange,I Wanna C U,2,15,21,11
20/10/20,I Wish by Tom Misch,Tom Misch,I Wish,2,15,21,3
23/10/20,It is What It Is by Blood Orange,Blood Orange,It is What It Is,2,15,21,4
21/10/20,JEWELZ by Anderson .Paak,Anderson .Paak,JEWELZ,2,15,21,5
